date,month,quarter,season,doy,global_lux,direct_lux,diffuse_lux,pressure,snow,temp,temp_max,temp_min,ts,dew_point,wind_speed,wind_direction,uv_index,albedo,optical_depth_55,optical_depth_84,clearness,precip,humidity_specific,humidity_relative,cloud_amt,cloud_depth,water
2012-01-21,Jan,1,Winter,21,11677.03,13622.59,8046,99.13,5.47,4.37,15.08,1,4.62,3.05,2.45,203.12,0.2,0.13,0.21,0.14,0.69,12.01,5.07,91.62,94.11,18.87,1.43
2012-01-22,Jan,1,Winter,22,13167.36,5457.21,11057.05,98.98,0.78,8.78,14.28,1.12,8.72,7.84,3.27,144.56,0.24,0.13,0.38,0.25,0.61,3.61,6.96,94,96.48,12.41,1.73
2012-01-23,Jan,1,Winter,23,31030.7,47432.28,14654.37,98.75,0,10.61,15.34,2.83,10.1,8.42,3.11,242.31,0.51,0.12,0.22,0.14,0.69,20.86,7.2,87.31,52.87,4.95,1.41
2012-01-24,Jan,1,Winter,24,35478.61,89188.48,11243.05,99.82,0,4.81,11.85,0.68,4.62,2.03,1.13,186.38,0.52,0.16,0.07,0.04,0.73,0,4.46,83.5,21.96,NA,0.77
2012-01-25,Jan,1,Winter,25,10464.53,4650.68,8793,99.54,0,6.82,12.19,0.51,6.78,5.59,1.59,118.5,0.23,0.13,0.31,0.2,0.65,0.7,5.86,92.38,85.06,18.45,1.75
2012-01-26,Jan,1,Winter,26,7938.95,3275.87,6778.6,98.26,0,13.58,17.45,3.75,13.2,12.91,3.24,203.44,0.18,0.13,0.77,0.5,0.59,20.49,9.7,96,99.26,19.47,3.02
2012-01-27,Jan,1,Winter,27,15837.58,10256.32,11981.51,99.01,0,4.93,9.33,2,4.97,2.49,1.7,247.25,0.32,0.14,0.18,0.11,0.7,0.24,4.58,85.12,87.08,10.91,0.96
2012-01-28,Jan,1,Winter,28,38732.82,93862.3,8512.66,99.88,0,3.08,7.18,-1.5,2.45,-0.74,2.27,296.75,0.61,0.16,0.11,0.07,0.74,0.01,3.66,77.94,39.91,NA,0.65
2012-01-29,Jan,1,Winter,29,40832.33,99196.88,7189.25,100.24,0,2.4,9.67,-3.2,1.51,-1.52,1.95,220.62,0.67,0.16,0.05,0.03,0.74,0,3.48,77.06,9.45,NA,0.62
2012-01-30,Jan,1,Winter,30,40195.14,95084.95,7378.59,100.09,0,5.63,13.98,-1.24,5.09,2.02,2.27,204.25,0.54,0.16,0.05,0.03,0.73,0,4.46,79.75,5.61,NA,0.94
2012-01-31,Jan,1,Winter,31,25475.78,31152.69,14557.35,99.79,0,9.29,15,3.81,8.71,6.08,2.94,192,0.42,0.14,0.11,0.07,0.7,0.3,5.98,81.31,71.58,NA,1.34
2012-02-01,Feb,1,Winter,32,18081.6,10138.66,14430.91,99.42,0,13.66,18.74,10.35,13.43,12.58,1.82,221.38,0.35,0.13,0.41,0.27,0.62,13.95,9.22,93.31,87.97,12.17,2.29
2012-02-02,Feb,1,Winter,33,41380.24,94925.52,8080.85,99.93,0,9.24,15.14,4.32,9.01,6.49,1.57,129.56,0.62,0.14,0.15,0.09,0.73,0.49,6.1,84.5,9.91,NA,0.84
2012-02-03,Feb,1,Winter,34,29784.43,16061.28,23591.74,100.06,0,8.33,13.88,2.23,8.04,6.33,1.88,126.75,0.55,0.14,0.26,0.16,0.7,0.49,6.04,87.75,78.93,2.13,1.26
2012-02-04,Feb,1,Winter,35,9150,3376.7,7876.24,99.36,0,12.86,15.65,10.04,12.58,12.15,2.71,213.62,0.21,0.13,0.72,0.46,0.54,11.72,8.97,95.31,99.03,17.85,2.74
2012-02-05,Feb,1,Winter,36,14916.81,7363.18,12231.85,99.6,0,8.64,11.71,5.26,8.73,6.94,1.72,282.06,0.34,0.13,0.34,0.22,0.68,0.44,6.29,89.75,92.11,13.39,1.12
2012-02-06,Feb,1,Winter,37,26407.91,27707.49,15982.91,99.83,0,6.41,10.94,2.69,6.38,3.8,1.14,237.06,0.52,0.12,0.18,0.12,0.71,0.01,5,84.38,59.67,NA,0.88
2012-02-07,Feb,1,Winter,38,39123,69966.23,15845.82,99.86,0,5.37,11.73,-0.42,4.69,1.83,1.18,108.62,0.66,0.12,0.19,0.12,0.72,0.07,4.39,80,45.12,4.44,0.87
2012-02-08,Feb,1,Winter,39,11829.28,6684.72,9564.17,100.09,0,3.2,6.53,-0.35,3.44,1.8,1.69,327.12,0.25,0.13,0.45,0.29,0.65,0.21,4.33,90.94,95.01,21.83,0.97
2012-02-09,Feb,1,Winter,40,26977.91,26597.27,17103.42,100.08,3.12,1.18,6.63,-2.6,1.85,-1.72,1.11,190.5,0.41,0.12,0.35,0.23,0.67,0.01,3.36,83.19,69.09,5.13,0.87
2012-02-10,Feb,1,Winter,41,16297.87,5229.06,13689.57,99.46,7.81,0.6,4.01,-2.95,0.69,-0.92,1.02,199.94,0.29,0.13,0.55,0.35,0.62,1.17,3.6,90.5,98.87,10.58,1.31
2012-02-11,Feb,1,Winter,42,33381.1,48357.24,17105.4,100.18,3.91,-4.06,-1.24,-6.25,-3.67,-8.21,4.02,329.44,0.51,0.16,0.12,0.08,0.77,0.06,2.01,74.25,60.05,8.05,0.34
2012-02-12,Feb,1,Winter,43,48031.69,106059.71,7710.95,100.52,0,-2.84,2.26,-6.25,-2.36,-7.28,1.75,318.62,0.68,0.16,0.03,0.02,0.77,0,2.14,73.5,3.02,NA,0.4
2012-02-13,Feb,1,Winter,44,17610.84,9048.58,14072.47,99.69,5.47,-0.06,5.27,-4.1,-0.18,-3.54,1.41,143.19,0.48,0.12,0.1,0.06,0.73,2.34,2.99,78.88,72.27,7.54,0.98
2012-02-14,Feb,1,Winter,45,7596.17,4760.38,6047.09,99.11,17.19,2.44,4.73,-0.02,1.23,1.69,1.85,210.12,0.25,0.12,0.28,0.18,0.7,2.51,4.33,94.56,95.16,24.99,1.09
2012-02-15,Feb,1,Winter,46,22885.12,8966.35,18680.42,99.44,17.19,5.48,12.23,-0.98,5.03,4.59,1.65,151.12,0.59,0.13,0.36,0.23,0.66,0.84,5.43,92.69,97.05,6.7,1.41
2012-02-16,Feb,1,Winter,47,14503.04,8217.13,10893.8,99.45,17.19,9.95,13.87,5.28,9.88,8.5,2.12,276.12,0.46,0.13,0.34,0.22,0.66,5.44,7.02,91,96.02,14.02,1.38
2012-02-17,Feb,1,Winter,48,37315.09,60828.49,13188.09,99.65,7.81,6.36,12.21,2.38,6.51,3.4,1.61,47.69,0.93,0.15,0.13,0.09,0.73,0.05,4.88,82.94,62.6,2.85,1.07
2012-02-18,Feb,1,Winter,49,17799.45,5647.68,14877.53,99.22,0,6.76,10.23,3.78,5.75,3.99,1.53,55.31,0.56,0.13,0.2,0.13,0.7,0.27,5.13,82.81,95.92,8.35,1.35
2012-02-19,Feb,1,Winter,50,11111.03,5495.06,9061.28,99.01,14.84,1.9,5.5,-3.57,1.71,0.86,2.62,196.75,0.38,0.13,0.24,0.16,0.7,12.72,4.15,92.81,70.55,18.62,1.22
2012-02-20,Feb,1,Winter,51,43267.94,89815.27,7408.35,99.65,17.19,2.38,9.81,-4.08,2.31,-0.08,1.48,106.69,0.88,0.15,0.08,0.05,0.77,0.06,3.85,85,3.91,NA,0.44
2012-02-21,Feb,1,Winter,52,29111.02,36471.99,15279.48,99.08,17.19,8.39,14.07,3.7,7.91,5.89,3.52,220.5,0.74,0.13,0.17,0.11,0.72,1.17,5.86,85.19,50.65,4.95,0.94
2012-02-22,Feb,1,Winter,53,24340.02,18754.62,16133.84,98.13,14.84,9.9,15.19,3.6,9.4,9.3,2.54,219,0.52,0.12,0.27,0.17,0.66,5.8,7.69,96,64.91,5.64,1.62
2012-02-23,Feb,1,Winter,54,37549.43,59578.73,14608.08,97.38,2.34,16.18,21.57,9.83,15.73,14.37,3.52,205.31,0.8,0.11,0.23,0.15,0.7,0.06,10.62,88.94,57.16,2.55,1.71
2012-02-24,Feb,1,Winter,55,22620,14204.23,16410.2,98.71,0,7.77,16.45,0.88,7.59,4.22,3.22,290.88,0.62,0.13,0.11,0.07,0.74,0.01,5.49,79.25,63.72,8.96,0.95
2012-02-25,Feb,1,Winter,56,43901.55,91289.37,9705.58,99.99,0,2.11,8.22,-2.06,2.07,-1.73,2.2,223.62,0.89,0.15,0.05,0.04,0.77,0,3.36,78.62,5.71,NA,0.5
2012-02-26,Feb,1,Winter,57,47028.56,95901.94,6631.14,100.08,0.78,4.89,13.59,-3.68,4.75,0.75,1.91,157.88,1.05,0.16,0.05,0.03,0.77,0,4.15,78.06,5.85,NA,0.59
2012-02-27,Feb,1,Winter,58,40270.84,74273.95,13332.92,100.25,0,10.97,18.62,4.83,10.9,7.67,1.66,201.19,1.02,0.14,0.12,0.08,0.72,0.01,6.59,81.81,35.95,2.27,1.3
2012-02-28,Feb,1,Winter,59,36001.75,58055.13,13199.46,99.86,0,12.15,19.18,4.1,12.15,10.06,2.09,133.06,0.99,0.13,0.23,0.15,0.7,0.11,8,87.94,38.28,NA,1.89
2012-02-29,Feb,1,Winter,60,12336.7,7433.45,9969.77,98.71,0,17.49,20.75,11.05,17,16.27,3.98,218.06,0.42,0.12,0.34,0.22,0.65,12.29,11.84,92.62,69.95,25.27,2.51
2012-03-01,Mar,1,Winter,61,46961.31,90893.41,8626.44,98.71,0,11.91,19.15,4.98,11.47,6.68,1.42,235.94,1.23,0.16,0.11,0.08,0.76,0.01,6.23,73.81,0.68,5.11,0.57
2012-03-02,Mar,1,Winter,62,27179.87,15785.42,19140.66,97.94,0,16.94,23.96,4.61,16.51,14.73,4.14,233,0.7,0.12,0.59,0.38,0.59,11.18,11.17,87.38,59.56,5.27,2.24
2012-03-03,Mar,1,Winter,63,47377.22,92863.6,9281.91,98.8,0,5.74,12.26,0.24,5.96,1.15,1.8,314.81,1.15,0.16,0.09,0.06,0.77,0.31,4.21,75.12,5.61,4.45,0.67
2012-03-04,Mar,1,Winter,64,32441.02,30668.37,20017.95,98.91,0,5.11,9.96,-1.49,5.12,0.59,2.61,271.5,0.73,0.15,0.24,0.16,0.73,0.01,4.09,75.19,62.58,NA,0.72
2012-03-05,Mar,1,Winter,65,46948.63,82127.82,11075.71,100.17,0.78,3.99,8.52,0.19,4.26,-0.86,2.48,247.38,0.97,0.15,0.24,0.16,0.75,0,3.6,72.44,26.58,NA,0.68
2012-03-06,Mar,1,Winter,66,48850.99,91898.8,8284.2,100.31,0,7.74,16.27,-0.9,7.44,2.77,2.97,167,1.23,0.16,0.09,0.06,0.76,0,4.76,73,24.05,NA,0.73
2012-03-07,Mar,1,Winter,67,32742.8,22810.7,23426.92,100.05,0,12.9,17.9,6.74,12.57,10.08,3.8,173.06,0.97,0.15,0.21,0.14,0.7,0.01,7.81,83.38,57.26,NA,1.41
2012-03-08,Mar,1,Winter,68,4458.52,2667.7,3664.85,99.66,2.34,12.12,17.98,3.45,11.84,10.62,3.65,217.62,0.16,0.12,0.45,0.29,0.65,43.57,8.3,90.62,99.6,46.62,2.76
2012-03-09,Mar,1,Winter,69,50221.01,85998.8,11196.05,100.47,10.16,6.01,13.35,1.05,6.01,2.01,2.55,127.25,1.48,0.16,0.05,0.04,0.77,1.37,4.39,77.75,38.43,NA,0.6
2012-03-10,Mar,1,Winter,70,52975.2,100016.22,6892.35,100.4,8.59,6.98,15.76,-1.56,6.74,1.88,1.52,80,1.21,0.16,0.04,0.02,0.77,0,4.39,73.5,0.21,NA,0.55
2012-03-11,Mar,1,Winter,71,34355.12,23159.49,24000.16,100.08,2.34,11.08,16.71,4.63,10.73,8.44,2.64,151.94,1.05,0.15,0.38,0.24,0.71,0.17,7.14,84.06,66.16,4.44,1.72
2012-03-12,Mar,1,Winter,72,16891.81,10627.02,12676.41,99.51,0,16.58,19.94,13.9,16.33,15.26,3.78,179,0.59,0.15,0.37,0.24,0.67,2.02,10.93,91.94,75.55,18.59,2.84
2012-03-13,Mar,1,Winter,73,45904.63,77457.55,15546.05,99.6,0,18.79,24.51,14.56,18.61,16.15,1.69,223.62,1.26,0.15,0.14,0.09,0.71,0.16,11.54,86.06,21.7,2.84,1.84
2012-03-14,Mar,1,Winter,74,46399.72,82106.54,14599.29,99.7,0,18.9,25.28,12.94,18.69,16.63,1.42,210.88,1.14,0.16,0.14,0.09,0.71,1.17,11.9,86.38,28.62,NA,2.04
2012-03-15,Mar,1,Winter,75,26679.16,19665.21,16289.75,99.77,0,19.11,24.99,15.69,18.8,17.18,1.37,208.69,0.76,0.12,0.36,0.23,0.65,11.24,12.33,89.62,70.95,16.86,2.67
2012-03-16,Mar,1,Winter,76,28673.71,20361.84,18148.52,99.58,0,18.11,21.62,15.12,17.83,16.78,1.48,212.31,0.89,0.15,0.38,0.24,0.66,5.31,12.02,92.25,74.78,10.5,2.88
2012-03-17,Mar,1,Winter,77,36612.78,36096.72,19369.91,99.59,0,18.56,22.98,14.58,18.29,17.25,1.41,198.5,1.14,0.14,0.32,0.2,0.67,6.06,12.45,92.25,71.42,8.12,2.87
2012-03-18,Mar,1,Winter,78,44191.6,50222.7,21196.18,99.6,0,19.3,24.71,15.49,19.02,16.85,1.77,191.62,1.3,0.15,0.21,0.14,0.69,0.29,12.08,86.19,50.3,2.66,2.55
2012-03-19,Mar,1,Winter,79,42156.52,30074.86,26216.9,99.37,0,19.73,25.4,14.65,19.42,16.28,1.97,180,1.29,0.13,0.38,0.25,0.67,0,11.72,81.88,70.88,1.53,2.34
2012-03-20,Mar,1,Winter,80,43887.42,43724.56,22048.62,99.29,0,20.4,26.12,16.29,19.97,17.33,1.98,158.44,1.3,0.14,0.36,0.23,0.66,0,12.51,83.69,56.48,2.73,2.64
2012-03-21,Mar,1,Winter,81,47342.78,46170.34,23477.9,99.31,0,20.31,25.2,16.53,20.01,16.97,2.74,144.5,1.51,0.14,0.27,0.17,0.69,0.01,12.21,82,54.91,2.04,2.38
2012-03-22,Mar,1,Winter,82,23809.49,6928.62,19861.89,99.23,0,19.82,23.76,17.65,19.65,17.82,2.77,149.25,0.94,0.15,0.41,0.27,0.66,4.05,12.88,88.56,97.13,8.77,3.39
2012-03-23,Mar,1,Winter,83,38312.73,33994.24,20892.8,98.82,0,18.58,23.23,12.05,18.44,15.44,2.46,213.25,1.27,0.15,0.36,0.23,0.69,3.17,11.17,83.31,66.6,6.29,2.5
2012-03-24,Mar,1,Winter,84,29337.77,21467.14,20013.46,98.77,0,12.01,15.89,8.83,11.73,10.03,1.71,278.19,0.86,0.14,0.29,0.19,0.7,2.87,7.81,87.69,59.48,8.52,1.77
2012-03-25,Mar,1,Winter,85,45302.6,44554.92,21246.98,99.01,0,14.88,21.48,7.89,14.99,11.83,1.48,315.88,1.29,0.15,0.26,0.16,0.7,0,8.85,83.19,34.7,NA,1.73
2012-03-26,Mar,1,Winter,86,55556.15,93920.26,10819.59,99.43,0,16.05,23.08,10.15,16.05,12.86,1.66,27.88,1.76,0.16,0.16,0.1,0.72,0,9.4,81.44,4.23,3.8,1.88
2012-03-27,Mar,1,Winter,87,56488.93,97135.96,10938.34,99.52,0,16.03,24.38,6.93,15.95,11.87,1.83,143.44,1.84,0.16,0.13,0.09,0.73,0,8.97,78.31,33.3,0.67,1.65
2012-03-28,Mar,1,Winter,88,42487.89,39463.9,21451.96,99.24,0,19.32,23.98,14.62,18.93,17.13,1.78,225.12,1.49,0.13,0.35,0.23,0.67,0,12.39,87.69,40.56,2.27,2.16
2012-03-29,Mar,1,Winter,89,44924.87,42503.91,21605.23,99,0,19.96,25.26,15.35,19.79,16.73,1.11,239.69,1.57,0.14,0.41,0.27,0.68,0.02,12.08,83.06,48.61,1.89,2.23
2012-03-30,Mar,1,Winter,90,36649.51,15997.19,27664.55,98.73,0,17.95,21.4,14.76,17.68,16.66,1.38,206.19,1.35,0.15,0.45,0.3,0.67,0.84,12.02,91.38,62.12,2.5,2.52
2012-03-31,Mar,1,Winter,91,39807.45,52029.75,18729.51,98.65,0,18.89,24.57,14.47,18.25,16.25,0.84,231.12,1.55,0.15,0.23,0.16,0.7,2.53,11.78,84.94,33.03,4.2,2.27
2012-04-01,Apr,2,Spring,92,47621.98,65253.16,18223.88,98.47,0,20.53,26.52,15.08,20.3,17.84,1.64,222.62,1.48,0.16,0.23,0.15,0.7,0.21,13.06,85.25,21.82,3.62,2.32
2012-04-02,Apr,2,Spring,93,46473.51,53430.01,20546.05,98.54,0,22.17,28.4,16.55,22.12,18.74,1.38,227.5,1.55,0.14,0.34,0.21,0.67,0,13.79,82.44,13.22,4.08,2.28
2012-04-03,Apr,2,Spring,94,46670.84,37609.34,25390.71,98.76,0,21.49,27.33,16.28,21.37,18.1,1,229.62,1.73,0.16,0.29,0.19,0.7,0.04,13.18,82.19,65.93,1.36,2.75
2012-04-04,Apr,2,Spring,95,46115,49883.93,20255.2,98.41,0,20.53,25.49,15.31,20.55,17.59,1.24,231.81,1.56,0.15,0.36,0.23,0.68,0.88,12.82,83.69,49.75,3.52,2.88
2012-04-05,Apr,2,Spring,96,22862.02,8398.31,18309.65,98.29,0,16.92,22.39,11.11,16.97,14.48,1.67,160.88,0.92,0.16,0.71,0.46,0.67,16.35,10.56,86.06,68.95,12.2,2.12
2012-04-06,Apr,2,Spring,97,57451.6,95290.52,10830.3,99.26,0,10.95,16.98,5.61,11.32,5.85,2.41,29.81,1.7,0.17,0.17,0.11,0.77,0,5.86,73.31,1.92,NA,0.78
2012-04-07,Apr,2,Spring,98,57169.38,92683.41,13002.87,99.75,0,14.02,21.73,4.48,13.99,7.77,0.86,156.75,1.88,0.17,0.11,0.07,0.77,0,6.65,69.88,34.2,2.59,0.88
2012-04-08,Apr,2,Spring,99,52547.51,61405.07,20830.55,99.78,0,14.23,20.51,7.77,14.3,9.72,1.74,283.12,1.94,0.16,0.23,0.15,0.73,0,7.57,76.06,58.6,2.17,1.26
2012-04-09,Apr,2,Spring,100,57801.73,96723.8,9749.93,99.5,0,13.32,20.76,6.7,12.54,6.8,1.46,223.06,1.87,0.18,0.15,0.09,0.76,0,6.29,67.12,1.17,NA,0.96
2012-04-10,Apr,2,Spring,101,47214.62,61038.23,16717.45,99.35,0,12.39,18.63,4.94,12.08,6.26,1.85,309.94,1.49,0.19,0.16,0.11,0.74,0,6.04,68.94,30.66,NA,1.17
2012-04-11,Apr,2,Spring,102,58706.28,99156.72,11290.91,99.69,0,7.82,13.83,2.95,8.12,1.6,1.8,200,1.61,0.19,0.1,0.07,0.77,0,4.27,68.38,1.65,NA,0.64
2012-04-12,Apr,2,Spring,103,60597.03,101447.28,8662.91,99.81,0,9.34,16.36,0.62,9.26,2,0.92,91.12,1.53,0.19,0.06,0.05,0.78,0,4.46,63.88,10.03,NA,0.62
2012-04-13,Apr,2,Spring,104,48907.62,48302.08,26142.12,99.64,0,13.5,20.5,4.89,13.58,7.01,1.21,130.69,1.57,0.18,0.21,0.14,0.73,0.05,6.41,67.38,59.2,2.56,1.8
2012-04-14,Apr,2,Spring,105,42920.05,20510.91,29444.63,99.43,0,17.79,23.42,12.53,17.58,13.57,2.7,179.81,1.33,0.13,0.7,0.45,0.62,0.21,9.83,77.56,66.47,2.78,2.37
2012-04-15,Apr,2,Spring,106,48400.73,46851.23,25485.86,99.15,0,19.87,24.83,14.05,19.8,16.26,3.17,182.62,1.66,0.18,0.34,0.22,0.71,0.04,11.66,80.62,24.75,2.8,1.94
2012-04-16,Apr,2,Spring,107,38111.93,16660.62,27623.21,99.43,0,17.18,19.77,12.14,16.89,14.01,2.23,239.75,1.47,0.16,0.36,0.23,0.69,5.21,10.19,82.75,77.69,7.65,2.63
2012-04-17,Apr,2,Spring,108,15635.07,5340.07,12558.47,99.94,0,12.83,16.01,10.64,12.72,10.51,1.81,21.44,0.65,0.16,0.32,0.21,0.71,4.07,7.93,86.12,99.88,16.51,1.94
2012-04-18,Apr,2,Spring,109,55258.85,85013.13,10543.21,99.5,0,14.46,20.96,8.01,14.14,9.05,1.73,24.25,1.94,0.16,0.23,0.16,0.74,0.09,7.26,72.38,16.15,NA,1.2
2012-04-19,Apr,2,Spring,110,56893.01,91031.79,8993.88,99.1,0,15.9,22.82,7.62,15.48,10.26,1.24,133.75,2.12,0.17,0.11,0.07,0.76,0.01,7.93,71.69,0.62,NA,1.17
2012-04-20,Apr,2,Spring,111,42178.3,30430.54,23641.3,98.61,0,17.32,23.49,11.52,17.37,14.21,1.88,213.69,1.61,0.14,0.48,0.31,0.7,5.99,10.31,83.38,53.71,NA,2.06
2012-04-21,Apr,2,Spring,112,15633.35,5998.11,11973.83,98.79,0,11.07,15.87,7.7,11.81,8.17,2.2,336.19,0.75,0.15,0.41,0.27,0.73,6.53,6.9,83.25,98.46,28.5,1.69
2012-04-22,Apr,2,Spring,113,40224.77,36733.23,21545.52,98.7,0,9.93,14.76,5.8,10.47,5.62,2.38,311.88,1.31,0.16,0.27,0.18,0.73,0.23,5.74,76.38,59.75,8.07,1.21
2012-04-23,Apr,2,Spring,114,56906.16,81562.34,9204.81,98.92,0,8.77,14.58,2.78,9.12,1.76,2.71,319.94,1.61,0.17,0.11,0.07,0.78,0.04,4.46,65.94,20.95,3.24,0.79
2012-04-24,Apr,2,Spring,115,33493.12,22416,20767.59,98.68,0,12.76,19.75,4.27,12.85,7.34,2.01,262.94,1.07,0.16,0.23,0.15,0.73,0.12,6.59,72.75,65.05,7.61,1.6
2012-04-25,Apr,2,Spring,116,41624.86,36320.19,23333.02,98.39,0,19.11,26.47,11.21,19,14.89,2.66,217.75,1.41,0.16,0.32,0.21,0.7,1,10.93,77.94,47.12,5,2.44
2012-04-26,Apr,2,Spring,117,29434.61,14597.86,21076.39,98.6,0,21.47,26.49,16.51,21.3,18.8,2.51,234.75,1.2,0.15,0.48,0.31,0.67,3.63,13.85,85.31,80.15,10.93,2.93
2012-04-27,Apr,2,Spring,118,46415.59,40969.03,21909.25,99.21,0,15.98,20.08,10.16,16.12,11.7,1.69,68.94,1.85,0.16,0.24,0.16,0.72,0.61,8.79,77.06,55.99,3.35,2.46
2012-04-28,Apr,2,Spring,119,51737.54,55130.14,21780.38,99.11,0,20.56,26.3,15.31,20.53,16.91,2.02,197.38,1.88,0.12,0.34,0.21,0.7,0.03,12.21,81.38,51.25,2.59,2.12
2012-04-29,Apr,2,Spring,120,46203.04,20281,33009.48,99.36,0,21.84,27.85,15.62,21.82,17.73,1.26,192.19,1.68,0.16,0.48,0.3,0.68,0,12.82,79.19,79.7,1.25,2.38
2012-04-30,Apr,2,Spring,121,42006.7,17069.9,30207.91,99.3,0,22.18,27.32,16.06,22.04,18.71,1.85,214.19,1.51,0.15,0.55,0.36,0.66,1.44,13.67,82,80.13,2.48,2.74
2012-05-01,May,2,Spring,122,44762.99,24099.58,28820.4,99.19,0,22.8,27.17,18.54,22.51,19.99,1.6,199.56,1.64,0.13,0.45,0.29,0.66,0.76,14.77,85,66.7,2.25,2.84
2012-05-02,May,2,Spring,123,50930.38,54029.28,22859.85,99.24,0,23.41,27.83,19.7,23.07,20.19,1.32,189.94,2.02,0.15,0.26,0.16,0.7,0.17,14.95,82.88,50.05,1.62,2.88
2012-05-03,May,2,Spring,124,26177.09,7589.43,21445.48,99.31,0,20.61,22.3,18.15,20.43,19.4,1.52,176.56,1.14,0.16,0.35,0.23,0.68,1.73,14.22,92.69,78.07,8.4,3.42
2012-05-04,May,2,Spring,125,48150.27,45137.3,21976.73,99.16,0,22.24,27.06,17.69,22.15,19.92,1.47,202.75,1.95,0.13,0.34,0.22,0.69,3.02,14.77,87.31,30.43,4.56,3.14
2012-05-05,May,2,Spring,126,46806.75,40257.23,22986.11,98.94,0,23.08,27.02,19.08,22.33,20.4,1,238.25,1.99,0.14,0.55,0.35,0.66,6.73,15.26,85.56,59.33,4.33,3.42
2012-05-06,May,2,Spring,127,53578.38,68091.2,16740.77,98.92,0,23.53,27.95,19.56,22.84,19.92,0.62,217.38,2.18,0.14,0.3,0.2,0.7,5.03,14.77,81.25,52.78,3.26,3.06
2012-05-07,May,2,Spring,128,42534.57,18871.38,29953.18,98.71,0,21.19,25.91,16.44,21.26,18.87,1.5,205.19,1.77,0.13,0.46,0.3,0.66,2.82,13.92,87.19,82.91,4.89,3.62
2012-05-08,May,2,Spring,129,35414.41,18394.69,23762.12,98.8,0,20.01,25.24,15.63,20.26,16.4,1.35,289,1.51,0.15,0.55,0.35,0.68,0.74,11.9,81.19,86.62,7.82,2.77
2012-05-09,May,2,Spring,130,53989.3,78507.09,15956.19,98.82,0,17.4,23.2,11.91,17.44,11.5,1.49,262,2.19,0.17,0.24,0.16,0.75,0.32,8.61,70.75,39.95,5.93,1.66
2012-05-10,May,2,Spring,131,59890.82,94870.45,13675.02,99.02,0,15.87,22.2,9.77,16.26,10.51,1.24,217,NA,0.18,0.12,0.08,0.76,0,8,73,5.27,NA,1.38
2012-05-11,May,2,Spring,132,57912.44,63044.22,21841.64,99.49,0,16.67,23.58,8.59,16.8,9.53,1.36,96.12,NA,0.17,0.07,0.05,0.77,0,7.51,65.69,51.53,NA,1.23
2012-05-12,May,2,Spring,133,18113.71,6073.62,14347.03,99.59,0,18.01,22.8,13.91,17.91,15.55,1.59,125.12,0.79,0.15,0.52,0.34,0.66,21.79,11.17,85.94,99.62,26.62,3.07
2012-05-13,May,2,Spring,134,11541.46,3941.84,9526.32,99.06,0,18.98,23.39,16,19,17.36,1.5,229.62,0.52,0.15,0.27,0.18,0.71,30.01,12.57,90.75,99.59,42.01,3.91
2012-05-14,May,2,Spring,135,31610.16,16615.61,22050.24,99.05,0,18.54,23.33,14.43,18.85,15.94,1.49,151.25,1.26,0.16,0.35,0.23,0.7,3.48,11.47,85.81,79.1,9.34,2.9
2012-05-15,May,2,Spring,136,51532.67,40789.8,25610.34,99.16,0,19.9,24.9,14.43,18.93,14.48,1.05,49.5,1.74,0.13,0.35,0.23,0.69,0.01,10.44,72.81,36.54,NA,2.08
2012-05-16,May,2,Spring,137,57405.55,78060.62,18777.7,99.07,0,21.77,27.23,13.71,20.56,13.8,0.77,287.12,1.94,0.15,0.31,0.2,0.72,0,10.01,62.62,7.79,3.73,1.77
2012-05-17,May,2,Spring,138,53918.87,58231.98,20520.22,99.05,0,21.8,27.66,16.06,21.31,15.84,0.7,108.44,1.92,0.15,0.29,0.19,0.71,0.41,11.47,70.69,19.36,4.35,2.2
2012-05-18,May,2,Spring,139,56268.1,73818.07,17774.44,99.14,0,22.18,28.22,15.2,22.15,17.31,0.93,150.12,1.91,0.15,0.32,0.2,0.7,0.48,12.51,76.12,11.61,NA,2.38
2012-05-19,May,2,Spring,140,49470.38,52439.07,20334.26,99.38,0,22.02,26.83,16.57,21.88,17.98,1.06,168.69,1.98,0.14,0.3,0.19,0.7,2.51,13.06,78.94,29.14,NA,2.71
2012-05-20,May,2,Spring,141,49910.19,56488.87,19858.52,99.42,0,23.25,28.29,16.72,22.51,17.69,0.74,207.81,1.92,0.14,0.34,0.21,0.7,1.82,12.82,72.5,27.09,7.46,2.62
2012-05-21,May,2,Spring,142,37082.53,17854.58,24765.19,99.2,0,20.73,24.44,17.33,20.81,17.8,0.89,328.06,1.59,0.14,0.72,0.46,0.66,5.08,12.88,83.88,82.65,8.22,3.09
2012-05-22,May,2,Spring,143,44193.56,32536.67,22450.06,98.9,0,18.97,23.88,14.95,18.94,13.91,1.38,334.19,1.67,0.12,0.49,0.31,0.69,0.09,10.07,74,54.12,3.31,2.04
2012-05-23,May,2,Spring,144,49961.69,50796.7,21567.54,98.72,0,20.23,26.16,13.39,19.44,13.16,0.74,186.62,1.66,0.12,0.52,0.33,0.67,0,9.64,65.38,13.2,2.21,1.55
2012-05-24,May,2,Spring,145,57356.45,88765.23,11314,98.71,0,22.08,29.21,13.44,21.85,16.8,1.8,176.75,2.16,0.16,0.23,0.15,0.73,0,12.33,73.56,2.64,NA,1.83
